STAR,BMV,DIST,FE,H,J,KS,LOGG,MSTAR,RHOSTAR,RSTAR,TEFF
KOI 2162,,,-0.4,12.631,12.966,12.534,4.409,0.794,,0.921,5678
KOI 3980,,,-0.24,13.162,13.503,13.083,4.394,0.918,,1.008,5888
KOI 1807,,,-0.36,7.724,8.22,7.642,2.877,1.812,,8.121,5067
KOI 2663,,,-0.24,11.953,12.307,11.897,4.57,0.911,,0.816,5693
KOI 1714,,,-0.32,12.023,12.416,11.901,4.492,0.743,,0.81,5334
KOI 1963,,,-0.24,12.69,12.967,12.641,4.51,1.005,,0.923,6072
KOI 7818,,,-0.34,11.822,12.066,11.762,3.846,1.266,,2.225,6461
KOI 2796,,,0.14,13.457,13.714,13.385,4.457,1.02,,0.988,5749
KOI 3991,,,-0.14,11.503,11.901,11.409,4.431,0.837,,0.921,5519
KOI 1947,,,-0.08,10.989,11.269,10.944,4.447,1.049,,1.016,6102
KOI 2612,,,0.16,10.275,10.615,10.185,4.442,0.932,,0.961,5495
KOI 1729,,,-0.12,13.452,13.877,13.436,4.471,0.798,,0.86,5332
KOI 2783,,,-0.34,12.018,12.663,11.883,4.721,0.515,,0.519,3945
KOI 7842,,,-0.1,12.15,12.358,12.068,4.297,1.169,,1.273,6450
KOI 2860,,,-0.12,14.085,14.405,14.097,4.454,1.086,,1.024,6208
KOI 2874,,,-0.26,13.191,13.611,13.183,4.598,0.857,,0.766,5465
KOI 4002,,,0.14,13.257,13.685,13.149,4.576,0.911,,0.815,5278
KOI 4004,,,0.1,11.162,11.485,11.106,4.415,0.964,,1.008,5661
KOI 7843,,,0.38,13.949,14.369,13.858,4.536,0.995,,0.891,5395
KOI 2199,,,-0.04,14.165,14.591,14.039,4.588,0.884,,0.788,5311
KOI 3933,,,-0.46,13.073,13.449,12.996,4.618,0.81,,0.725,5496
KOI 7832,,,-0.18,12.127,12.422,12.083,4.508,1.014,,0.929,6032
KOI 4007,,,-0.16,13.965,14.319,13.978,4.464,1.072,,1.005,6198
KOI 1936,,,-0.62,10.158,10.162,10.099,3.988,1.789,,2.245,8867
KOI 3936,,,0.22,11.457,11.882,11.289,4.512,0.844,,0.844,5083
KOI 3939,,,-0.36,13.774,14.104,13.765,4.247,1.005,,1.249,6296
KOI 7833,,,-0.3,12.971,13.252,12.931,4.499,1.014,,0.939,6174
KOI 4011,,,-0.02,11.157,11.418,11.141,3.973,1.337,,1.975,6208
KOI 4014,,,0.16,12.434,12.67,12.352,4.269,1.055,,1.248,5814
KOI 2135,,,-0.04,12.275,12.526,12.198,4.269,1.085,,1.267,6178
KOI 3943,,,0.12,11.361,11.581,11.33,4.333,1.174,,1.221,6167
KOI 7834,,,-0.24,13.512,13.889,13.496,4.51,1.005,,0.923,6072
KOI 1995,,,-0.54,13.575,14.037,13.483,4.479,0.811,,0.859,5830
KOI 1855,,,-0.34,12.32,12.967,12.187,4.643,0.594,,0.609,4338
KOI 364,,,,8.706,8.989,8.645,,,,,
KOI 1131,,,-0.76,13.396,13.924,13.316,4.594,0.652,,0.674,5245
KOI 1411,,,0.4,11.772,12.088,11.689,4.348,1.083,,1.155,5716
KOI 1943,,,-0.12,12.046,12.343,11.985,4.055,1.109,,1.637,6127
KOI 7835,,,-0.12,13.223,13.542,13.197,4.54,0.973,,0.877,5815
KOI 7846,,,0.07,13.825,14.17,13.816,4.445,1.161,,1.069,6194
KOI 7847,,,-0.06,14.108,14.303,13.937,4.069,1.119,,1.618,6098
KOI 2065,,,0.12,12.737,13.14,12.735,4.505,0.92,,0.888,5436
KOI 2068,,,-0.18,13.241,13.567,13.205,4.519,0.989,,0.907,5952
KOI 1658,,,-0.1,12.134,12.343,12.092,4.199,1.15,,1.412,6309
KOI 3104,,,-0.06,13.683,14.04,13.566,4.514,0.921,,0.879,5621
KOI 3137,,,-0.34,13.961,14.379,13.825,4.616,0.811,,0.73,5376
KOI 3138,,,0,12.852,13.379,12.589,5.274,0.096,,0.118,2703
KOI 2925,,,-0.06,11.801,12.151,11.729,4.349,0.863,,1.03,5552
KOI 2957,,,0.12,12.421,12.971,12.321,4.54,0.751,,0.77,4786
KOI 3006,,,-0.1,13.917,14.289,13.809,4.47,1.05,,0.988,6072
KOI 3077,,,0.07,13.735,14.246,13.697,4.577,0.759,,0.742,4791
KOI 3094,,,-0.1,12.922,13.523,12.752,4.767,0.526,,0.497,3805
KOI 3102,,,-0.8,13.207,13.864,13.104,4.925,0.376,,0.35,3773
KOI 339,,,-0.16,12.466,12.786,12.418,4.29,1.005,,1.189,6078
KOI 5149,,,-0.22,13.859,14.299,13.892,4.564,0.923,,0.829,5726
KOI 5150,,,0.26,11.62,12.151,11.534,3.954,0.95,,1.703,4995
KOI 5155,,,0.36,13.969,14.237,13.848,4.364,1.31,,1.246,6313
KOI 5276,,,-0.34,13.849,14.414,13.811,4.634,0.77,,0.696,5150
KOI 5278,,,-0.38,14.051,14.536,13.935,4.627,0.797,,0.713,5330
KOI 5279,,,0.14,13.137,13.454,13.078,4.33,1.019,,1.143,5784
KOI 3463,,,-0.18,13.056,13.378,12.951,4.384,0.995,,1.061,6068
KOI 3478,,,0.48,11.288,11.76,11.175,3.966,0.962,,1.688,4928
KOI 5030,,,0.07,13.162,13.416,13.094,4.408,1.221,,1.144,6362
KOI 5033,,,-0.32,11.555,12.123,11.481,3.534,0.865,,2.633,4985
KOI 5156,,,-1.72,10.735,11.049,10.595,4.121,0.747,,1.246,6423
KOI 5157,,,-0.02,8.743,9.425,8.626,2.113,1.939,,20.237,4475
KOI 5158,,,-0.38,10.751,10.931,10.688,3.844,1.349,,2.302,6768
KOI 5281,,,-0.1,11.38,11.872,11.253,3.126,1.902,,6.247,5094
KOI 5283,,,-0.12,12.588,12.936,12.548,4.488,0.991,,0.94,5919
KOI 5284,,,-0.1,12.971,13.295,12.933,4.44,0.921,,0.958,5731
KOI 5287,,,0.07,11.296,11.839,11.172,2.524,3.192,,16.187,4998
KOI 3494,,,-0.16,13.703,14.173,13.626,4.483,0.768,,0.832,5256
KOI 3508,,,0.07,12.991,13.28,12.9,4.489,1.093,,0.986,5993
KOI 5040,,,0.18,13.079,13.396,13.035,4.059,1.329,,1.783,6079
KOI 5164,,,-0.32,11.295,11.577,11.229,4.439,1.085,,1.042,6437
KOI 5169,,,-0.26,13.526,14.011,13.375,4.515,0.736,,0.786,5204
KOI 5288,,,-0.12,13.983,14.377,13.783,4.562,0.913,,0.828,5595
KOI 5290,,,-0.04,14.076,14.473,14.08,4.538,0.98,,0.882,5750
KOI 4923,,,-0.28,11.846,12.127,11.796,4.117,1.026,,1.465,6164
KOI 4926,,,-0.28,13.382,13.929,13.289,4.581,0.679,,0.698,4848
KOI 5046,,,-0.54,11.832,12.068,11.777,4.328,1.068,,1.174,6705
KOI 5047,,,-0.78,13.187,13.528,13.126,4.337,0.789,,0.998,6036
KOI 5048,,,-0.18,11.304,11.869,11.199,3.588,0.916,,2.547,4948
KOI 5174,,,-0.36,9.439,9.926,9.361,3.273,1.699,,4.98,5186
KOI 5176,,,-0.52,11.779,12.165,11.732,4.479,0.804,,0.856,5790
KOI 5297,,,0.22,12.771,13.116,12.744,4.495,0.928,,0.902,5374
KOI 5057,,,-0.24,10.463,10.936,10.35,3.429,1.031,,3.243,5015
KOI 5179,,,-0.22,11.58,11.712,11.552,4.162,1.469,,1.667,7479
KOI 5310,,,0.14,12.427,12.772,12.316,4.418,0.956,,1,5597
KOI 4938,,,-0.1,14.111,14.409,14.071,4.426,1.126,,1.076,6306
KOI 5067,,,0.12,12.661,13.03,12.609,4.5,0.958,,0.912,5557
KOI 5068,,,-0.76,11.816,12.082,11.788,4.355,0.916,,1.053,6440
KOI 5192,,,-0.3,12.814,13.293,12.678,4.609,0.698,,0.687,4895
KOI 5329,,,-0.08,13.832,14.125,13.766,4.471,1.072,,0.997,6108
KOI 5331,,,0.16,13.324,13.786,13.275,4.567,0.91,,0.823,5269
KOI 5332,,,-0.06,12.872,13.145,12.838,4.433,1.097,,1.055,6192
KOI 5333,,,0.18,13.92,14.225,13.785,4.429,1.095,,1.057,5922
KOI 5071,,,-0.06,14.185,14.458,14.017,4.485,1.055,,0.973,6032
KOI 4958,,,-0.46,10.777,11.133,10.725,3.837,1.007,,2.005,5765
KOI 5079,,,-0.32,11.899,12.189,11.858,4.178,0.974,,1.332,6116
KOI 5083,,,0.04,11.696,12.222,11.615,3.298,1.946,,5.183,5207
KOI 5202,,,-0.08,13.195,13.481,13.153,4.494,1.043,,0.958,6014
KOI 5205,,,-0.06,11.534,11.818,11.471,4.322,1.072,,1.185,6218
KOI 5207,,,0.1,11.573,11.919,11.526,4.443,1.083,,1.035,5962
KOI 5321,,,-0.32,11.86,12.138,11.782,4.06,1.03,,1.568,6163
KOI 5322,,,0,11.712,12.253,11.616,3.237,1.653,,5.127,5029
KOI 5323,,,0.02,11.434,11.989,11.304,2.947,2.096,,8.052,4992
KOI 5324,,,-0.5,11.692,12.199,11.622,3.489,1.051,,3.055,5203
KOI 5327,,,0.56,12.397,12.927,12.236,4.686,0.567,,0.566,3694
KOI 4960,,,,13.012,13.262,13.009,,,,,
KOI 4961,,,0.44,13.189,13.716,12.959,4.564,0.837,,0.792,4823
KOI 4963,,,-0.54,11.001,11.246,10.975,4.256,0.961,,1.209,6373
KOI 4967,,,-0.12,14.14,14.449,14.138,4.45,1.091,,1.031,6225
KOI 5085,,,-0.04,14.22,14.62,14.185,4.538,0.98,,0.882,5750
KOI 5087,,,0.04,11.01,11.307,10.918,4.218,0.959,,1.261,5696
KOI 5088,,,-0.54,13.939,14.255,13.852,4.473,0.764,,0.839,5674
KOI 5092,,,-0.22,12.693,12.906,12.584,4.258,1.151,,1.32,6484
KOI 5211,,,0.07,11.364,11.683,11.267,4.578,0.937,,0.824,5435
KOI 5216,,,-0.16,13.85,14.324,13.775,4.531,0.983,,0.891,5897
KOI 5336,,,-0.02,12.281,12.453,12.23,4.044,1.397,,1.859,6537
KOI 5341,,,-0.28,11.275,11.496,11.243,4.207,1.05,,1.339,6311
KOI 4972,,,0.14,12.695,13.003,12.678,4.362,1.241,,1.214,6346
KOI 5098,,,0,13.023,13.449,12.996,4.548,0.825,,0.8,5180
KOI 5099,,,-0.3,11.199,11.49,11.136,4.168,0.881,,1.281,5806
KOI 5220,,,-0.04,9.793,10.312,9.657,2.863,2.079,,8.834,4965
KOI 5223,,,0.26,11.362,11.94,11.248,3.562,1.227,,3.035,4842
KOI 5224,,,0.34,13.396,13.719,13.376,4.332,1.229,,1.252,6123
KOI 4976,,,0.08,12.34,12.511,12.273,4.148,1.532,,1.729,7089
KOI 4977,,,-0.26,13.172,13.786,13.052,4.63,0.629,,0.635,4445
KOI 4978,,,-0.08,13.535,13.99,13.507,4.402,0.859,,0.966,5544
KOI 5101,,,-0.66,11.758,11.996,11.692,4.084,0.993,,1.497,6499
KOI 5104,,,0.07,14.037,14.385,13.96,4.476,1.117,,1.012,6063
KOI 5107,,,-0.28,11.473,12.058,11.391,3.006,1.839,,7.052,5106
KOI 5228,,,0,12.115,12.766,11.942,4.892,0.368,,0.36,3434
KOI 5230,,,-0.14,11.464,11.906,11.362,3.755,1.248,,2.453,5458
KOI 5231,,,-0.2,14.248,14.555,14.134,4.509,1.011,,0.927,6046
KOI 4986,,,-0.72,13.268,13.621,13.195,4.622,0.807,,0.726,5776
KOI 4987,,,-0.1,11.748,12.431,11.574,4.867,0.406,,0.387,3552
KOI 4988,,,0.32,12.357,12.678,12.252,4.456,1.126,,1.04,5858
KOI 4991,,,-0.14,13.74,14.103,13.645,4.519,1.001,,0.911,5941
KOI 5237,,,-0.62,13.733,14.108,13.642,4.608,0.823,,0.745,5772
KOI 4992,,,-0.38,13.488,13.917,13.476,4.59,0.865,,0.774,5654
KOI 5117,,,-0.16,14.058,14.629,14.106,4.583,0.892,,0.796,5504
KOI 5119,,,0.07,10.432,10.972,10.346,3.05,2.394,,7.653,5145
KOI 5247,,,0.07,13.424,13.757,13.302,4.411,1.213,,1.137,6343
KOI 5248,,,-0.56,13.389,13.871,13.377,4.496,0.77,,0.82,5692
KOI 4999,,,0.16,13.94,14.296,13.942,4.432,1.047,,1.03,5816
KOI 5004,,,0.38,13.007,13.347,12.936,4.461,1.103,,1.022,5762
KOI 5126,,,-0.2,11.443,11.949,11.325,3.184,1.668,,5.469,5110
KOI 5129,,,0.07,7.087,8.082,6.775,0.652,3.686,,150.091,3711
KOI 5249,,,-0.32,13.179,13.486,13.147,4.453,1.066,,1.015,6372
KOI 5254,,,0.06,9.499,9.81,9.39,4.108,1.046,,1.496,5807
KOI 2422,,,0.14,13.087,13.451,12.965,4.512,0.869,,0.856,5242
KOI 5132,,,0.34,10.564,11.061,10.434,3.257,1.734,,5.132,4888
KOI 5135,,,-0.14,13.613,14.123,13.599,4.6,0.836,,0.755,5228
KOI 5016,,,0.07,9.605,9.66,9.586,3.693,2.225,,3.518,8277
KOI 5021,,,0.21,13.693,14.021,13.58,4.504,1.083,,0.965,5825
KOI 5142,,,-0.16,13.786,14.273,13.695,4.502,0.756,,0.808,5184
KOI 5269,,,0.02,13.694,14.07,13.594,4.491,0.965,,0.924,5696
KOI 5027,,,0.28,10.967,11.464,10.83,3.243,2.012,,5.615,4999
KOI 5649,,,-0.56,13.3,13.757,13.188,4.623,0.685,,0.669,5126
KOI 5651,,,-0.24,13.659,14.129,13.641,4.526,0.731,,0.773,5141
KOI 5652,,,-0.84,12.783,13.377,12.72,4.635,0.616,,0.626,5040
KOI 5653,,,-0.36,13.273,13.836,13.159,4.599,0.655,,0.672,4788
KOI 5772,,,-0.08,12.355,12.643,12.259,4.467,1.054,,0.994,6072
KOI 5776,,,-0.58,11.32,11.721,11.222,3.641,1.014,,2.522,5357
KOI 5406,,,-0.14,10.114,10.348,10.06,3.985,1.227,,1.865,6356
KOI 5528,,,-0.24,13.541,13.912,13.474,4.483,0.945,,0.923,5919
KOI 5532,,,-0.28,11.141,11.689,11.017,3.118,1.225,,5.058,4995
KOI 5533,,,,12.489,12.621,12.405,,,,,
KOI 5656,,,,11.281,11.596,11.209,,,,,
KOI 5657,,,-0.1,12.913,13.226,12.828,4.425,1.023,,1.028,6054
KOI 5660,,,-0.26,11.386,11.933,11.264,3.131,1.067,,4.649,4961
KOI 5782,,,-0.2,9.461,9.914,9.38,3.458,1.37,,3.62,5208
KOI 5785,,,,13.443,13.83,13.442,,,,,
KOI 5787,,,-0.58,12.957,13.289,12.975,4.413,0.91,,0.983,6224
KOI 5408,,,0.02,12.204,12.605,12.119,4.027,0.912,,1.534,5324
KOI 5410,,,-0.08,12.224,12.471,12.162,4.392,1.073,,1.095,6223
KOI 5411,,,-0.04,12.39,12.553,12.344,4.142,1.552,,1.752,7372
KOI 5413,,,-0.28,12.444,12.77,12.379,4.381,0.798,,0.953,5574
KOI 5541,,,-0.08,13.185,13.501,13.157,4.522,0.984,,0.901,5823
KOI 5663,,,0.1,11.834,12.104,11.794,4.306,1.087,,1.213,5960
KOI 5665,,,-0.2,10.087,10.367,9.983,4.036,1.24,,1.75,6018
KOI 5666,,,-0.44,12.547,12.829,12.464,4.483,0.952,,0.927,6164
KOI 5790,,,0.07,13.428,13.945,13.313,4.624,0.818,,0.713,4899
KOI 5795,,,,14.252,14.683,14.171,,,,,
KOI 5418,,,0.07,13.414,13.886,13.367,4.567,0.944,,0.837,5475
KOI 5543,,,0.07,11.299,11.869,11.157,2.442,3.366,,18.266,4989
KOI 5545,,,-0.42,12.097,12.422,12.032,4.575,0.879,,0.802,5829
KOI 5546,,,0.07,13.502,13.777,13.489,4.411,1.213,,1.137,6343
KOI 5671,,,-0.26,11.932,12.308,11.976,4.321,0.976,,1.131,6098
KOI 5677,,,0.18,13.176,13.603,13.164,4.422,0.843,,0.936,5221
KOI 5798,,,-0.02,13.729,14.23,13.64,4.596,0.833,,0.759,5108
KOI 5799,,,0.12,11.934,12.312,11.854,4.036,1.042,,1.621,5620
KOI 5800,,,-0.04,13.869,14.143,13.754,4.424,1.058,,1.047,6091
KOI 5801,,,-0.02,13.866,14.397,13.958,4.517,1.014,,0.919,5849
KOI 5423,,,0.32,13.572,13.948,13.422,4.403,1.116,,1.1,5857
KOI 5426,,,-0.5,12.095,12.461,12.098,4.209,0.898,,1.234,6103
KOI 5552,,,0,11.594,12.013,11.525,4.386,0.871,,0.992,5505
KOI 5553,,,-0.3,13.707,14.109,13.64,4.477,0.777,,0.843,5456
KOI 5554,,,-0.6,9.865,10.152,9.825,4.168,0.874,,1.277,6113
KOI 5556,,,0,11.375,11.795,11.345,4.387,0.901,,1.006,5594
KOI 5680,,,-0.9,11.471,11.886,11.372,3.805,0.792,,1.844,5553
KOI 5682,,,-0.52,14.108,14.676,14.02,3.885,0.824,,1.717,5401
KOI 5684,,,0.21,8.993,9.536,8.864,2.978,2.571,,8.611,5048
KOI 5685,,,-0.46,11.472,12.051,11.341,2.783,0.936,,6.502,4883
KOI 5806,,,-0.12,10.938,11.241,10.889,4.453,0.981,,0.973,5914
KOI 5807,,,,12.951,13.276,12.919,,,,,
KOI 5810,,,0.07,12.054,12.443,11.984,4.09,0.931,,1.441,5458
KOI 5433,,,0.08,13.179,13.465,13.114,4.424,1.038,,1.035,5878
KOI 5435,,,0.24,13.753,14.311,13.639,4.588,0.855,,0.777,4949
KOI 5563,,,-0.26,11.699,12.155,11.551,3.556,1.312,,3.162,5222
KOI 5566,,,-0.12,11.322,11.548,11.29,3.725,1.49,,2.773,6456
KOI 5688,,,-0.18,14.882,15.349,14.675,4.612,0.826,,0.738,5176
KOI 5689,,,0.34,13.747,14.234,13.454,4.508,0.795,,0.823,4816
KOI 5692,,,0.44,11.32,12,11.179,4.601,0.678,,0.683,4147
KOI 5829,,,0.07,13.226,13.579,13.171,4.559,0.977,,0.86,5591
KOI 5830,,,-0.12,11.464,11.977,11.385,3.021,2.049,,7.317,5099
KOI 5831,,,-0.1,12.848,13.52,12.774,4.666,0.578,,0.585,4031
KOI 5833,,,-0.46,11.711,11.994,11.667,4.001,1.03,,1.679,6261
KOI 5835,,,-0.4,13.757,14.027,13.635,4.473,1.002,,0.962,6287
KOI 5440,,,-0.32,13.877,14.199,13.834,4.499,1.011,,0.937,6187
KOI 5441,,,-0.26,11.911,12.163,11.901,4.472,1.052,,0.986,6250
KOI 5570,,,-0.2,13.081,13.492,13.027,4.553,0.879,,0.821,5596
KOI 5572,,,0.16,11.813,12.219,11.71,4.583,0.896,,0.802,5192
KOI 5574,,,-0.22,13.211,13.926,13.071,4.642,0.599,,0.612,4236
KOI 5694,,,-0.2,12.682,13.078,12.567,4.574,0.879,,0.802,5565
KOI 5812,,,-0.56,12.547,12.906,12.467,4.246,0.863,,1.159,6070
KOI 5815,,,-0.04,11.8,12.249,11.703,3.894,0.976,,1.849,5210
KOI 5816,,,0.21,10.354,10.902,10.259,3.01,2.231,,7.733,4986
KOI 5817,,,0.1,12.099,12.346,12.05,4.179,1.079,,1.4,5903
KOI 5819,,,-0.46,12.509,12.901,12.405,4.614,0.796,,0.729,5513
KOI 5449,,,0.14,12.657,13.125,12.612,4.39,0.854,,0.976,5313
KOI 5451,,,-0.26,11.211,11.702,11.145,3.699,1.144,,2.504,5283
KOI 5577,,,-0.18,11.993,12.324,11.951,4.038,1.062,,1.634,6043
KOI 5578,,,-0.2,9.576,9.919,9.519,3.765,1.29,,2.46,5779
KOI 5579,,,0.02,13.531,14.06,13.385,4.514,0.764,,0.801,4999
KOI 5702,,,-0.12,13.939,14.301,13.935,4.454,1.046,,1.007,6141
KOI 5704,,,-0.26,11.522,11.975,11.409,4.617,0.779,,0.716,5147
KOI 5707,,,0.1,13.803,14.147,13.676,4.372,1.175,,1.168,6208
KOI 5708,,,0.1,10.979,11.342,10.905,4.136,0.976,,1.4,5615
KOI 5822,,,0.1,10.222,10.755,10.108,3.815,0.933,,1.979,4885
KOI 5825,,,-0.76,12.334,12.693,12.254,4.175,0.784,,1.2,5991
KOI 5826,,,0.04,13.177,13.823,13.097,4.609,0.654,,0.664,4294
KOI 5458,,,0.1,13.551,14.12,13.52,4.565,0.821,,0.782,5023
KOI 5459,,,0.14,10.195,10.456,10.143,3.76,1.442,,2.622,6039
KOI 5461,,,0.56,11.208,11.725,11.061,2.942,2.573,,8.984,4849
KOI 5583,,,-0.72,13.512,13.914,13.458,4.526,0.695,,0.753,5523
KOI 5585,,,-0.1,10.424,10.908,10.345,3.768,1.067,,2.233,5155
KOI 5712,,,0.24,14.765,15.257,14.627,4.586,0.856,,0.781,4965
KOI 5837,,,,13.742,14.042,13.736,,,,,
KOI 5839,,,-0.02,11.245,11.44,11.163,4.238,1.199,,1.378,6362
KOI 5842,,,-0.02,13.379,13.625,13.379,4.417,1.148,,1.097,6277
KOI 5591,,,0.14,11.466,11.977,11.356,3.787,1.15,,2.27,5066
KOI 5592,,,-0.24,13.621,13.942,13.518,4.488,1.034,,0.96,6168
KOI 5597,,,0.12,11.864,12.255,11.761,4.481,0.8,,0.851,5073
KOI 5718,,,,14.766,15.477,14.757,4.438,1,,1,5780
KOI 5344,,,-0.18,12.69,12.86,12.617,4.112,1.454,,1.755,7202
KOI 5472,,,-0.4,10.809,11.258,10.727,3.57,1.372,,3.18,5437
KOI 5476,,,0.14,13.956,14.288,13.807,4.278,0.967,,1.183,5635
KOI 5600,,,,12.422,12.928,12.313,3.824,0.885,,1.907,5053
KOI 5603,,,-0.22,10.457,10.96,10.39,3.551,1.245,,3.098,5138
KOI 5604,,,-0.08,11.671,11.85,11.594,4.063,1.257,,1.725,6282
KOI 5605,,,0.2,12.591,12.965,12.52,4.002,1.103,,1.735,5627
KOI 5727,,,0.2,13.39,13.942,13.254,4.55,0.755,,0.764,4703
KOI 5732,,,-0.5,13.946,14.299,13.901,4.581,0.898,,0.795,5913
KOI 5353,,,-0.22,13.098,13.338,13.073,4.153,1.398,,1.64,7117
KOI 5358,,,-0.5,11.782,12.012,11.738,4.269,1.057,,1.249,6611
KOI 5359,,,-0.2,13.841,14.406,13.591,4.735,0.55,,0.527,3939
KOI 5479,,,-0.04,12.428,12.849,12.391,3.968,0.983,,1.702,5465
KOI 5480,,,-0.2,14.631,15.116,14.512,4.103,0.986,,1.46,5936
KOI 5482,,,-0.2,13.61,13.933,13.465,4.546,0.957,,0.865,5861
KOI 5485,,,-0.24,14.717,15.178,14.37,3.327,1.583,,4.521,5188
KOI 5486,,,-0.2,11.478,11.742,11.463,3.627,1.742,,3.359,6996
KOI 5608,,,0.1,13.784,14.027,13.71,4.429,1.121,,1.069,6064
KOI 5612,,,0.02,14.126,14.528,13.966,4.574,0.92,,0.82,5438
KOI 5613,,,0.08,13.967,14.31,13.778,4.49,1.008,,0.946,5754
KOI 5736,,,0.08,12.269,12.6,12.212,4.212,0.988,,1.289,5725
KOI 5737,,,-0.14,12.322,12.605,12.263,4.463,0.976,,0.96,5916
KOI 5740,,,-0.18,13.383,13.703,13.35,4.487,1.041,,0.964,6122
KOI 5360,,,-0.3,12.169,12.433,12.067,3.989,1.027,,1.699,6014
KOI 5361,,,-0.22,11.88,12.238,11.883,4.176,1.321,,1.548,6821
KOI 5487,,,0,14.453,14.744,14.318,4.395,1.113,,1.11,6202
KOI 5747,,,-0.1,12.162,12.391,12.12,4.108,1.311,,1.672,6519
KOI 5748,,,0.12,12.62,13.107,12.603,4.47,0.808,,0.866,5115
KOI 5369,,,0.1,10.764,11.257,10.683,3.172,2.123,,6.261,5122
KOI 5372,,,0.08,12.443,12.758,12.32,4.284,1.022,,1.207,5834
KOI 5373,,,0.04,9.436,9.929,9.326,3.433,1.47,,3.859,5031
KOI 5375,,,-0.66,11.702,12.21,11.596,3.47,0.817,,2.756,5142
KOI 5497,,,-0.4,9.936,10.097,9.899,4.078,1.224,,1.673,6809
KOI 5499,,,-0.54,13.364,13.887,13.26,4.602,0.654,,0.669,5003
KOI 5500,,,-0.38,12.16,12.42,12.108,4.156,1.016,,1.395,6290
KOI 5625,,,-0.44,13.917,14.455,13.876,4.548,0.697,,0.736,5197
KOI 5626,,,0.21,13.976,14.278,13.937,4.37,1.296,,1.231,6423
KOI 5628,,,-0.14,13.495,14.073,13.405,4.633,0.751,,0.685,4810
KOI 5629,,,0.02,11.179,11.461,11.124,4.098,1.126,,1.569,6065
KOI 5749,,,-0.18,13.208,13.77,13.172,4.628,0.746,,0.692,4864
KOI 5752,,,-0.26,8.698,9.528,8.371,0.833,0.885,,59.684,3749
KOI 5379,,,-0.44,10.572,11.036,10.485,3.321,1.419,,4.313,5227
KOI 5380,,,-0.08,13.984,14.37,13.907,4.453,1.08,,1.024,6158
KOI 5506,,,-0.18,12.782,13.112,12.752,4.449,1.085,,1.031,6277
KOI 5509,,,-0.36,13.822,14.196,13.763,4.474,0.952,,0.936,6085
KOI 5632,,,-0.1,10.089,10.289,10.031,4.337,1.213,,1.236,6551
KOI 5633,,,-0.14,9.957,10.153,9.904,3.634,1.542,,3.134,6328
KOI 5758,,,0.1,13.234,13.736,13.161,4.583,0.871,,0.791,5166
KOI 5761,,,0.34,12.007,12.301,11.924,3.941,1.316,,2.034,5877
KOI 5762,,,-0.22,13.857,14.263,13.745,4.58,0.892,,0.798,5579
KOI 5384,,,-0.12,13.042,13.275,12.923,4.306,1.052,,1.196,6217
KOI 5387,,,-0.3,11.974,12.652,11.862,4.657,0.577,,0.59,4192
KOI 5390,,,-0.34,12.358,12.886,12.268,3.759,0.857,,2.024,5087
KOI 5511,,,-0.2,10.871,11.194,10.809,3.953,1.07,,1.807,5933
KOI 5512,,,-0.06,14.703,15.057,14.633,4.57,0.913,,0.818,5488
KOI 5514,,,0.04,12.505,12.751,12.473,4.046,1.358,,1.83,6359
KOI 5515,,,-0.5,12.444,12.787,12.378,4.255,0.936,,1.194,6247
KOI 5517,,,-0.16,11.817,12.306,11.699,3.315,1.679,,4.721,5172
KOI 5638,,,-0.12,13.48,13.748,13.392,4.384,1.164,,1.148,6452
KOI 5639,,,-0.24,11.782,12.305,11.653,3.648,1.101,,2.604,5159
KOI 5640,,,-0.58,10.073,10.543,9.976,3.166,1.276,,4.89,5183
KOI 5642,,,-0.12,11.277,11.437,11.219,4.17,1.268,,1.531,6543
KOI 5645,,,,14.302,14.656,14.216,,,,,
KOI 5769,,,0.2,12.95,13.292,12.823,4.417,1.034,,1.041,5753
KOI 5393,,,-0.04,11.198,11.793,11.087,3.008,1.533,,6.428,4895
KOI 5398,,,0.07,12.912,13.244,12.791,4.544,1.003,,0.887,5691
KOI 5520,,,-0.08,12.866,13.205,12.816,4.288,0.971,,1.17,5869
KOI 5899,,,0.2,12.263,12.651,12.151,4.433,0.961,,0.986,5548
KOI 5901,,,-0.24,11.114,11.348,11.075,4.227,1.184,,1.386,6533
KOI 5902,,,-0.1,12.804,13.173,12.789,4.544,0.967,,0.871,5778
KOI 5909,,,0.28,13.757,14.251,13.682,4.521,0.785,,0.806,4808
KOI 5911,,,-0.08,14.02,14.305,13.957,4.412,1.086,,1.076,6233
KOI 5913,,,-0.26,13.819,14.273,13.772,4.522,0.929,,0.875,5861
KOI 5917,,,-0.06,13.23,13.585,13.109,4.498,0.963,,0.915,5766
KOI 5918,,,0.04,12.494,12.907,12.413,4.503,0.869,,0.866,5360
KOI 5924,,,-0.22,13.748,14.302,13.559,4.548,0.72,,0.748,5031
KOI 5925,,,0.07,11.257,11.696,11.17,3.973,1.04,,1.742,5518
KOI 5928,,,,9.508,10.103,9.426,,,,,
KOI 5929,,,-0.14,13.095,13.483,13.093,4.54,0.97,,0.876,5830
KOI 5932,,,-0.34,14.206,14.597,14.068,4.576,0.892,,0.801,5736
KOI 5935,,,,13.639,14.175,13.574,,,,,
KOI 5936,,,,13.606,13.925,13.528,,,,,
